     istep               E_tot               E_kin               E_pot              F_norm                Temp            Pressure        COM_momentum
      none              kJ/mol              kJ/mol              kJ/mol          kJ/(Åmol)                   K                  Pa              gÅ/fs
     156           -0.58552095         10.72408172        -11.30960267        117.90589835         21.49684336       7937.40258841          0.00000000
     157           -0.52750826         10.96686258        -11.49437085        115.43260165         21.98350714       7544.88270769          0.00000000
     158           -0.37994469         11.29978958        -11.67973426        111.61956201         22.65087239       7134.73596289          0.00000000
     159           -0.41237010         11.44963608        -11.86200617        106.48134781         22.95124559       6677.94042382          0.00000000
     160           -0.56783758         11.46677158        -12.03460916        100.19595285         22.98559437       6196.38284747          0.00000000
     161           -0.48689205         11.70450676        -12.19139881         93.06397562         23.46214389       5752.88541042          0.00000000
     162           -0.45754921         11.87008885        -12.32763805         85.44959523         23.79405969       5312.92065231          0.00000000
     163            0.00243198         12.43896712        -12.43653514         77.98467099         24.93439855       4954.01614318          0.00000000
     164            0.04654378         12.55904396        -12.51250017         71.41816074         25.17509729       4559.98573950          0.00000000
     165            0.11416954         12.66278905        -12.54861952         66.89230788         25.38305841       4207.51330373          0.00000000
     166            0.22786774         12.77012099        -12.54225325         65.30754998         25.59820951       3907.43510598          0.00000000
     167            0.19585793         12.68842037        -12.49256244         67.07828018         25.43443740       3639.94142124          0.00000000
     168            0.11425992         12.51598738        -12.40172745         71.84705348         25.08878868       3426.46466079          0.00000000
     169            0.49589178         12.77043755        -12.27454578         78.70418884         25.59884406       3343.76963216          0.00000000
     170            0.42497870         12.53809962        -12.11312092         86.83694028         25.13311354       3266.01007231          0.00000000
     171            0.43997983         12.36676862        -11.92678879         95.26510917         24.78967382       3271.77723042          0.00000000
     172            0.40586503         12.12876985        -11.72290482        103.36314870         24.31259593       3343.29199223          0.00000000
     173            0.26638302         11.77634138        -11.50995837        110.65062494         23.60613921       3471.58647692          0.00000000
     174            0.18918368         11.48612423        -11.29694055        116.78237337         23.02438752       3676.34763838          0.00000000
     175            0.11168262         11.20191650        -11.09023387        121.59702649         22.45468195       3944.52562723          0.00000000
     176            0.17191875         11.06728893        -10.89537018        125.02296472         22.18481570       4288.33328284          0.00000000
     177            0.49399273         11.20875906        -10.71476633        127.10826105         22.46839814       4718.35622316          0.00000000
     178            0.39749984         10.94519054        -10.54769070        127.98966961         21.94006467       5134.62921759          0.00000000
     179            0.38795392         10.78679282        -10.39883889        127.80501100         21.62255022       5587.51795010          0.00000000
     180            0.26358678         10.53180325        -10.26821647        126.78561655         21.11141361       6038.93316362          0.00000000
     181            0.09259541         10.24963720        -10.15704179        125.19888794         20.54580067       6483.13819795          0.00000000
     182           -0.00612844         10.06006991        -10.06619835        123.32315719         20.16580557       6923.19316258          0.00000000
     183            0.03261106         10.02865367         -9.99604261        121.41753922         20.10283050       7357.88899259          0.00000000
     184           -0.08014743          9.86670090         -9.94684832        119.70524916         19.77818979       7738.89301291          0.00000000
     185           -0.12276987          9.79805908         -9.92082895        118.35512716         19.64059457       8083.41616995          0.00000000
     186            0.00197734          9.92206783         -9.92009048        117.42425766         19.88917499       8397.58449093          0.00000000
     187            0.08536154         10.03215730         -9.94679576        116.88522157         20.10985366       8647.54181523          0.00000000
     188            0.08577155         10.08919173        -10.00342018        116.62774244         20.22418141       8820.51790321          0.00000000
     189            0.06855969         10.16081037        -10.09225069        116.45456161         20.36774380       8920.30503600          0.00000000
     190           -0.04961781         10.16542729        -10.21504510        116.11830171         20.37699859       8932.82560633          0.00000000
     191           -0.30783839         10.06426983        -10.37210822        115.35642774         20.17422449       8851.96596596          0.00000000
     192           -0.17908370         10.38286046        -10.56194416        113.92484360         20.81285192       8752.57699857          0.00000000
     193           -0.07666583         10.70822575        -10.78489159        111.61686960         21.46505944       8578.26768869          0.00000000
     194           -0.20984931         10.82593948        -11.03578878        108.30486430         21.70102123       8303.65072663          0.00000000
     195           -0.07521658         11.23046108        -11.30567766        103.95306556         22.51190069       8006.10852124          0.00000000
     196           -0.33460864         11.25464471        -11.58925335         98.53047881         22.56037772       7596.40549129          0.00000000
     197           -0.08000328         11.79283236        -11.87283564         92.21270580         23.63919602       7214.39710006          0.00000000
     198           -0.04270747         12.10939963        -12.15210710         85.06223955         24.27376755       6757.61282332          0.00000000
     199            0.14904981         12.56280364        -12.41375383         77.43881375         25.18263371       6291.06444818          0.00000000
     200            0.34744708         12.99643196        -12.64898488         69.73532960         26.05185873       5800.88796185          0.00000000
     201            0.16784079         13.01599242        -12.84815163         62.56579843         26.09106844       5244.37896012          0.00000000
     202            0.15524383         13.15705866        -13.00181484         56.78698731         26.37384128       4716.43364923          0.00000000
     203            0.11682317         13.22380914        -13.10698597         53.16741592         26.50764523       4198.73769148          0.00000000
     204            0.37460822         13.53608567        -13.16147744         52.31521658         27.13361580       3748.37065314          0.00000000
     205            0.47966847         13.64462170        -13.16495323         54.32619621         27.35118055       3309.06768663          0.00000000
     206            0.25998977         13.37819625        -13.11820648         58.69270578         26.81712027       2870.83814473          0.00000000
     207            0.24183840         13.26801256        -13.02617416         64.48460148         26.59625272       2522.02836922          0.00000000
     208            0.42304852         13.31706316        -12.89401464         70.91788589         26.69457657       2268.55379828          0.00000000
     209            0.43024311         13.15626514        -12.72602203         77.43833905         26.37225063       2063.83619073          0.00000000
     210            0.49017877         13.01923195        -12.52905318         83.57871915         26.09756221       1946.42080348          0.00000000
     211            0.59862259         12.90723147        -12.30860888         89.08197995         25.87305285       1919.06445268          0.00000000
     212            0.47781578         12.54728654        -12.06947075         93.81390629         25.15152908       1944.60793979          0.00000000
     213            0.51484774         12.33386304        -11.81901530         97.67659661         24.72371329       2075.51680465          0.00000000
     214            0.53221385         12.09223598        -11.56002213        100.73267317         24.23936234       2284.71922035          0.00000000
     215            0.70073958         11.99696409        -11.29622451        103.08096306         24.04838610       2590.23332133          0.00000000
     216            0.66984593         11.69844077        -11.02859484        104.89620296         23.44998437       2937.93983927          0.00000000
     217            1.04257234         11.80487455        -10.76230221        106.34536713         23.66333507       3399.28447051          0.00000000
     218            0.84358658         11.33839992        -10.49481335        107.67028042         22.72826834       3835.93752507          0.00000000
     219            0.77664481         11.01327680        -10.23663199        109.01033114         22.07654625       4322.02039376          0.00000000
     220            0.64634038         10.63724616         -9.99090578        110.50190257         21.32277806       4821.53303044          0.00000000
     221            0.53521855         10.29902530         -9.76380675        112.20523853         20.64480106       5331.67834593          0.00000000
     222            0.68549339         10.24667842         -9.56118504        114.11300719         20.53986968       5874.05042636          0.00000000
     223            0.90370937         10.29004383         -9.38633446        116.18801897         20.62679734       6416.44749422          0.00000000
     224            1.15710824         10.40200231         -9.24489407        118.32261953         20.85122251       6943.70288851          0.00000000
     225            1.19636771         10.33929968         -9.14293197        120.35617755         20.72553264       7410.32320624          0.00000000
     226            1.06192589         10.14976112         -9.08783523        122.05818995         20.34559514       7806.03295393          0.00000000
     227            1.14496756         10.23023295         -9.08526539        123.18799708         20.50690409       8172.29115848          0.00000000
     228            1.17106796         10.30917234         -9.13810438        123.55735688         20.66514119       8467.41059303          0.00000000
     229            1.34835685         10.59595648         -9.24759963        122.98773632         21.24001128       8712.27044923          0.00000000
     230            1.30558301         10.71883820         -9.41325519        121.34232577         21.48633252       8851.43147494          0.00000000
     231            1.25060889         10.88071234         -9.63010345        118.54232104         21.81081559       8907.60390604          0.00000000
     232            1.15834228         11.05017785         -9.89183556        114.55779347         22.15051586       8875.04315221          0.00000000
     233            1.30874216         11.49838439        -10.18964223        109.42314676         23.04896349       8792.09371698          0.00000000
     234            1.19408925         11.71015899        -10.51606974        103.17927621         23.47347400       8588.36030160          0.00000000
     235            1.04900508         11.90510464        -10.85609956         96.04712684         23.86425022       8301.07148493          0.00000000
     236            1.10847459         12.30599098        -11.19751638         88.26712828         24.66784264       7967.97665944          0.00000000
     237            1.20564831         12.73674639        -11.53109808         80.09547242         25.53130879       7569.66502771          0.00000000
     238            1.35592982         13.20155812        -11.84562830         71.94920717         26.46304219       7115.61109481          0.00000000
     239            1.44487077         13.57595481        -12.13108403         64.38052933         27.21353506       6598.36871527          0.00000000
     240            1.59777717         13.97580389        -12.37802672         58.11806731         28.01504826       6047.48497256          0.00000000
     241            1.64083261         14.22118890        -12.58035629         53.93257718         28.50693216       5449.83794067          0.00000000
     242            1.70096886         14.43413972        -12.73317087         52.45108806         28.93380046       4838.89127140          0.00000000
     243            1.76171058         14.59675940        -12.83504881         53.77586323         29.25977798       4226.21202103          0.00000000
     244            1.96486886         14.85142389        -12.88655502         57.42734124         29.77026296       3645.96282209          0.00000000
     245            2.05509840         14.94490068        -12.88980227         62.64505913         29.95764087       3074.07549463          0.00000000
     246            1.92007244         14.76807184        -12.84799940         68.63812752         29.60318050       2511.12773936          0.00000000
     247            1.64105035         14.40764444        -12.76659408         74.73740372         28.88068961       1985.57293018          0.00000000
     248            1.34758462         14.00001579        -12.65243117         80.47617236         28.06358196       1529.28954025          0.00000000
     249            1.46178514         13.97396241        -12.51217727         85.58486454         28.01135695       1210.28447754          0.00000000
     250            1.20348187         13.55220194        -12.34872006         90.01781101         27.16592150        922.29164663          0.00000000
     251            1.18468779         13.35356420        -12.16887641         93.67238841         26.76774434        758.46114471          0.00000000
     252            1.30038960         13.27537802        -11.97498842         96.62671478         26.61101707        704.77738777          0.00000000
     253            1.00277287         12.77153877        -11.76876590         98.99976314         25.60105150        684.67130597          0.00000000
     254            1.02934962         12.58610313        -11.55675351        100.88064072         25.22933846        797.67641141          0.00000000
     255            0.97422527         12.31339356        -11.33916829        102.45761264         24.68268141        983.81564989          0.00000000
     256            0.98526741         12.10497971        -11.11971230        103.88737846         24.26490765       1255.99421842          0.00000000
     257            1.38574010         12.28696000        -10.90121990        105.31991557         24.62969431       1651.06524466          0.00000000
     258            1.27641359         11.95980656        -10.68339297        106.90851773         23.97390238       2039.83555502          0.00000000
     259            1.36484592         11.84073948        -10.47589356        108.67633547         23.73522773       2500.65531501          0.00000000
     260            1.30122380         11.58400837        -10.28278457        110.63048721         23.22060012       2977.00532139          0.00000000
     261            1.20977066         11.32182725        -10.11205659        112.68647744         22.69504776       3470.21473624          0.00000000
     262            1.34373566         11.31476929         -9.97103362        114.71500481         22.68089980       4002.00252788          0.00000000
     263            1.67638833         11.54138492         -9.86499659        116.58541131         23.13515974       4561.01203347          0.00000000
     264            1.45732045         11.25661950         -9.79929906        118.15239537         22.56433628       5034.78885150          0.00000000
     265            1.62469311         11.40648634         -9.78179322        119.19369668         22.86475024       5528.17454869          0.00000000
     266            1.79596633         11.61171156         -9.81574523        119.57168320         23.27613227       5985.16738598          0.00000000
     267            1.77106931         11.67468924         -9.90361993        119.14803728         23.40237350       6366.66904972          0.00000000
     268            1.92570780         11.97082227        -10.04511447        117.81670817         23.99598380       6711.12654440          0.00000000
     269            1.76461994         12.00350300        -10.23888306        115.50521203         24.06149360       6943.70812227          0.00000000
     270            1.94989605         12.42808756        -10.47819151        112.21521049         24.91259003       7145.25423572          0.00000000
     271            1.98424101         12.74350669        -10.75926568        107.93053307         25.54486009       7244.00206798          0.00000000
     272            1.77946715         12.85146046        -11.07199331        102.73971789         25.76125766       7222.96375537          0.00000000
     273            1.81900228         13.22287162        -11.40386934         96.80170817         26.50576593       7147.32929041          0.00000000
     274            2.12936128         13.87659217        -11.74723089         90.22419992         27.81617447       7020.75401663          0.00000000
     275            1.83447478         13.92849961        -12.09402483         83.14911155         27.92022498       6722.41937058          0.00000000
     276            1.72571211         14.15235178        -12.42663967         75.96965412         28.36894544       6372.11953082          0.00000000
     277            1.77031286         14.50870389        -12.73839103         68.92475650         29.08326726       5970.54518878          0.00000000
     278            1.96693705         14.98984083        -13.02290377         62.30805973         30.04772516       5524.67364703          0.00000000
     279            2.42862663         15.70320217        -13.27457554         56.46244938         31.47768602       5058.30622752          0.00000000
     280            2.69951284         16.18874616        -13.48923331         51.75202327         32.45097803       4515.39904101          0.00000000
     281            3.06360192         16.72452025        -13.66091833         48.57150852         33.52495826       3951.96882437          0.00000000
     282            3.35321808         17.14062451        -13.78740643         47.10814711         34.35905560       3357.28594301          0.00000000
     283            3.64512036         17.51239641        -13.86727605         47.30487763         35.10428700       2758.54859792          0.00000000
     284            3.81563306         17.71652463        -13.90089157         48.85530049         35.51347002       2154.05149668          0.00000000
     285            3.78592258         17.67573152        -13.88980895         51.32486933         35.43169864       1550.49900051          0.00000000
     286            3.84586416         17.68303083        -13.83716667         54.27956971         35.44633040       1006.31739574          0.00000000
     287            3.94448683         17.69086847        -13.74638164         57.41775542         35.46204125        526.52239356          0.00000000
