     istep               E_tot               E_kin               E_pot              F_norm                Temp            Pressure        COM_momentum
      none              kJ/mol              kJ/mol              kJ/mol          kJ/(Åmol)                   K                  Pa              gÅ/fs
     123           42.77741817         17.34982022         25.42759795         65.21189653         99.36684749       3536.89221563          0.00000000
     124           42.95748417         17.48693920         25.47054497         60.39488202        100.15216291       3400.21934346          0.00000000
     125           43.27426092         17.77636051         25.49790041         56.29960208        101.80975258       3276.93855503          0.00000000
     126           43.38537658         17.86882475         25.51655183         53.43826421        102.33931890       3102.54776325          0.00000000
     127           43.96605682         18.43311538         25.53294144         52.24258716        105.57115532       2958.48802003          0.00000000
     128           43.78318148         18.22894708         25.55423440         52.91660782        104.40183137       2659.83374525          0.00000000
     129           44.18237728         18.59699412         25.58538316         55.33190352        106.50973068       2395.00816303          0.00000000
     130           44.16468710         18.53301465         25.63167245         59.17132515        106.14330390       2021.40422072          0.00000000
     131           44.23350281         18.53777770         25.69572512         63.94098478        106.17058311       1620.30060012          0.00000000
     132           44.48039408         18.70165307         25.77874101         69.19203307        107.10913919       1216.60971546          0.00000000
     133           44.46994076         18.58940311         25.88053764         74.55762737        106.46625504        764.91595181          0.00000000
     134           44.92977469         18.93233014         25.99744454         79.66534942        108.43028562        390.42691929          0.00000000
     135           45.65384562         19.52725659         26.12658903         84.31416713        111.83758123         80.88475619          0.00000000
     136           46.17483108         19.91110747         26.26372361         88.32362309        114.03599313       -209.91183424          0.00000000
     137           45.90717597         19.50556776         26.40160821         91.49807168        111.71336373       -539.21850997          0.00000000
     138           45.78769517         19.25843367         26.52926149         93.64070930        110.29796375       -748.38480226          0.00000000
     139           46.20702324         19.56763957         26.63938367         94.69745464        112.06886481       -766.23042203          0.00000000
     140           46.27997184         19.55241146         26.72756038         94.67618669        111.98164954       -706.18085660          0.00000000
     141           46.77686632         19.98869077         26.78817555         93.60029211        114.48033249       -455.79716949          0.00000000
     142           46.18726254         19.36792321         26.81933932         91.53598782        110.92503830       -224.80133088          0.00000000
     143           46.58450876         19.76599152         26.81851725         88.62880245        113.20487706        261.30722581          0.00000000
     144           47.29358857         20.50639701         26.78719156         84.95415568        117.44536824        903.78411071          0.00000000
     145           46.93807704         20.21018477         26.72789227         80.64554643        115.74888515       1495.31564149          0.00000000
     146           46.82240197         20.17706734         26.64533463         75.97725184        115.55921317       2179.10600878          0.00000000
